DATAFILE_AS_OF,SIGNIFICANT,SERIOUS,RPTID,DOR,OPID,NAME,INADR,ACCTY,ACCNT,ACCST,ACZIP,CLASS,IFED,DTHH,IDATE,FAT,INJ,TOTAL_COST,TOTAL_COST_IN84,TOTAL_COST_CURRENT,OPJUD,STHH,STMN,TELRN,TELRT,INPRS,MXPRS,MPEST,TEST,CAUSE,MAP_CAUSE,MAP_SUBCAUSE,PRTLK,PRTLO,PRTFL,PRTFO,MLKD,MLKDO,NMDIA,THK,SPEC,MANU,MANYR,PRTYR,LOCLK,LOCLO,PNAME,PHONE,LOC,ADESC,ADESCO,CAUSR,CAUCO,COAT,PROT,CPYR,CAULK,DMGO,NOTIF,NOTDT,MARK,MRKTP,MRKTO,STAT,CAULC,CAULO,NARRATIVE
6/30/22,YES,YES,20020030,2/19/02,2748,CONSUMERS POWER CO,4256 MONROE AVE,WATERFORD,OAKLAND,MI, 4 8329,3,NO,357,12/18/01,0,1,200000,132039.0782,293386.7735,NO,3,3,588978,20011218,53.7,60,BY CFR 192.619(A)(3),,OTHER,ALL OTHER CAUSES,MISCELLANEOUS,NO DATA,,OTHER,UNKNOWN,NO DATA,,,, , ,0,0,WITHIN/UNDER BUILDING,,JOAQUIN J. AFFONSO,5177881835,NO DATA,NO DATA,,NO DATA,,NO DATA,Null,0,NO DATA,,Null,,Null,0,,Null,NO DATA,,"HOUSE EXPLOSION DUE TO GAS LEADAGE INSIDE THE RESIDENCE. UNKNOWN REASON FOR INCIDENT. NO GAS WAS FOUND IN THE GROUND ADJACENT TO THE HOUSE AND THE SERVICE LINE WAS PRESSURE TESTED WITH NO LEAKAGE FOUND. ON-GOING INVESTIVATION OF THE METER AND REGULATOR MAY DETERMINE CAUSE OF THE INCIDENT. CURRENTLY, FAILURE OF THE CUSTOMER EQUIPMNET IS SUSPECTED."
6/30/22,YES,YES,20020031,2/13/02,2596,COLUMBIA GAS OF OHIO INC,WESTBROOK AND FIR,TOLEDO,LUCAS,OH,,2,NO,1406,10/11/01,0,1,0,0,0,NO,0,4,,20011011,0.5,,BY CFR 192.619(A)(3),,CORROSION,CORROSION,UNSPECIFIED CORROSION,MAIN,,BODY OF PIPE,,STEEL,,3,,,,0,0,OTHER,MANHOLE,CHRISTINE MAYNARD,6144602240,NO DATA,LOCALIZED PITTING,,NO DATA,,BARE,NO,0,NO DATA,,Null,,Null,0,,Null,NO DATA,,"DURING RECONSTRUCTION OF THE WATER MAIN IN THIS AREA, A CONSTRUCTION WORKER ENTERED A MANHOLE TO PURGE THE NEW WATER LINE. DURING THIS PROCESS, THERE WAS AN ACCIDENTAL IGNITION INSIDE THE MANHOLE. SUBSEQUENT INVESTIGATION REVEALED THAT BOTH THE CONTRACTOR AND THE WORKER HAD FAILED TO CHECK ATMOSPHERIC CONDITIONS BEFORE THE WORKER ENTERED THE WORKSPACE TO PURGE THE NEW WATER LINE. THE INVESTIGATION ALSO REVEALED A CIGARETTE LIGHTER AND A PARTIALLY BURNED CIGARETTE WERE FOUND IN THE SAME WORKSPACE. THE WORKER RECEIVED 1ST AND 2ND DEGREE BURNS TO HIS HANDS, FACE AND NECK."
6/30/22,NO,NO,20020032,2/12/02,30769,MISSOURI GAS ENERGY,32ND AND BUCHANAN,NORTH KANSAS CITY ,CLAY,MO,64116-    ,3,NO,806,12/10/01,0,0,0,0,0,NO,0,9,588231,20011210,125,150,BY CFR 192.619(A)(3),,OTHER,ALL OTHER CAUSES,MISCELLANEOUS,MAIN,,OTHER,,STEEL,,30,,UNKNOWN,UNKNOWN,0,1961,UNDER GROUND OR UNDER WATER,,JIM GORMAN ,8163605893,NO DATA,NO DATA,,NO DATA,,NO DATA,Null,0,NO DATA,,Null,,Null,0,,Null,NO DATA,,OCCURRENCE UNDER INVESTIGATION. MINUTE PRESENCE OF NATURAL GAS DOES NOT SUPPORT THE POWERFUL FLASH THAT REPORTABLY OCCURRED.
6/30/22,NO,NO,20020033,2/12/02,31097,ISLAND ENERGY,BUILDING 720 BERTH 20,MARE ISLAND ,SOLANO,CA, 9 4592,3,YES,900,1/10/02,0,0,3022,1963.629438,4363.12426,NO,0,15,,20020201,27,,BY TEST,30,DAMAGE BY OUTSIDE FORCES,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,METER SET ASSEMBLY,,REGULATOR/METER,,STEEL,,2,0.25,ASTM A53A,SHINHO STEEL,1995,1998,ABOVE GROUND,,WILLIAM PLUMMER,7075625000,NO DATA,NO DATA,,NO DATA,,NO DATA,Null,0,OUTSIDE/THIRD PARTY,,NO,,Null,0,,NO,NO DATA,,"WORK FORCE FOR XKT ENGINEERING WAS LIFTING BOOM FOR CRANE, SHIFTED BOOM TOWARD METER SET ASSY AND DESTROYED METER AND COMPENSATOR METER IS A 3175CDB3 05521-0212 INST DRIVE ROOTS GAS ROTERY METER ME-6000 EDFCV METRETEK FLOW COMPUTER, TEMP & PRESS CORRECTOR."
6/30/22,NO,NO,20020034,2/11/02,13660,NORTH SHORE GAS CO,813 HELMHOLZ,WAUKEGAN ,LAKE,IL, 6 0085,3,NO,248,12/15/01,0,0,75000,49514.65431,110020.0401,NO,1,54,588751,20011215,40,60,BY TEST,100,DAMAGE BY OUTSIDE FORCES,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,METER SET ASSEMBLY,,OTHER,PIPE NIPPLE,STEEL,,0.75,,UNKN,UNKN,0,1972,ABOVE GROUND,,JOHN J. JUST,8472634679,NO DATA,NO DATA,,NO DATA,,NO DATA,Null,0,OUTSIDE/THIRD PARTY,,Null,,Null,0,,Null,NO DATA,,"A MOTOR VEHICLE LEFT THE ROADWAY, CROSSED THE CUSTOMERS LAWN AND STRUCK THE METER SET ASSEMBLY INSTALLED OUTSIDE OF THE PREMISE. THE IMPACT SEVERED A PIPE NIPPLE OF THE METER SET ASSEMBLY. THE VEHICLE CAME TO REST ON THE METER SET ASSEMBLY WITH THE ENGINE STILL RUNNING. NORTH SHORE GAS PERSONNEL ARRIVED AT THE SCENE 46 MINUTES AFTER NOTIFICATION BUT WERE UNABLE TO SHUT OFF THE GAS UNIT UNTIL THE FIRE AROUND THE METER SET ASSEMBLY WAS BROUGHT UNDER CONTROL BY THE FIRE DEPARTMENT."
6/30/22,NO,NO,20020035,2/19/02,6920,GULF STATES UTILITIES CO,2359 GEORGIA STREET,BATON ROUGE,,LA, 7 0802,3,NO,1327,1/18/02,0,0,15000,9746.671598,21656.80473,NO,0,5,591596,20020118,7,,,,OTHER,ALL OTHER CAUSES,MISCELLANEOUS,OTHER,INSIDE RESIDENCE,NO DATA,,NO DATA,,0.5,0,,,0,0,WITHIN/UNDER BUILDING,,ROBERT F. GUISE,5045933449,NO DATA,NO DATA,,NO DATA,,NO DATA,Null,0,NO DATA,,Null,,Null,0,,Null,NO DATA,,
6/30/22,YES,YES,20020036,2/19/02,13041,NASHVILLE GAS CO,513 WEST COLLEGE STREET,GREENBRIER ,ROBERTSON,TN, 3 7073,2,NO,2145,12/28/01,0,2,0,0,0,NO,1,45,589732,20011228,37,40,BY CFR 192.619(A)(3),,DAMAGE BY OUTSIDE FORCES,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,SERVICE LINE,,JOINT,,STEEL,,34,0.113,,,0,0,UNDER PAVEMENT,,"JOHN L. CLARK, JR.",6157341709,NO DATA,NO DATA,,NO DATA,,NO DATA,Null,0,OUTSIDE/THIRD PARTY,,NO,,NO,0,,YES,NO DATA,,OUTSIDE PARTY DAMAGED RESIDENTIAL NATURAL GAS SERVICE LINE WHILE EXCAVATING TO REPAIR BROKEN WATER LINE. LEAKING NATURAL GAS MIGRATED THROUGH SEWER DITCH LINE TO SMALL HOUSE. IGNITION OCCURRED WHICH RESULTED IN DAMAGE TO THE HOUSE AND INJURIES TO THOSE PEOPLE INSIDE THE HOME.
6/30/22,NO,NO,20020038,3/1/02,18536,SOUTHWEST GAS CORP,16TH STREET & PALM LN.,PHOENIX,MARICOPA,AZ, 8 5020,3,NO,1225,1/29/02,0,0,50000,32488.90533,72189.34911,NO,4,36,592540,20020129,30,30,BY CFR 192.619(A)(3),,DAMAGE BY OUTSIDE FORCES,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,MAIN,,BODY OF PIPE,,STEEL,,2,0.146,,,1945,1945,UNDER PAVEMENT,,BERNIE GALLENBECK,6024845240,NO DATA,NO DATA,,NO DATA,,NO DATA,Null,0,OUTSIDE/THIRD PARTY,,NO,,NO,0,,YES,NO DATA,,"ARIZONA CORPORATION COMMISSION INCIDENT: PL NUMBER 2002-0089 THE 2"" STEEL PIPE APPEARS TO HAVE BEEN DAMAGED BY AN UNKNOWN 3RD PARTY, WHICH CAUSED THE EVENTUAL PIPELINE LEAK. SOUTHWEST IS INVESTIGATING TO DETERMINE WHO CAUSED THE ORIGINAL DAMAGE AND WHEN IT OCCURRED; AS A RESULT, THERE IS NO LOCATING INFORMATION AVAILABLE AT THIS TIME. IN ADDITION, SOUTHWEST IS PERFORMING A MATERIAL INVESTIGATION TO EVALUATE THE CAUSE OF DAMAGE TO THE FACILITY. THERE WERE NO INJURIES OR PROPERTY DAMAGE AS A RESULT OF THIS INCIDENT; HOWEVER, THE RESULTING EMERGENCY RESPONSE, PIPELINE REPAIRS, 1,350 CUSTOMER OUTAGE AND THE ASSOCIATED RELIGHT COSTS CAUSED THE ESTIMATED PROPERTY DAMAGE TO EXCEED $50,000."
6/30/22,YES,YES,20020039,3/1/02,2748,CONSUMERS POWER CO,13245 PEARSON HIGHWAY,BROOKLYN,LENAWEE,MI,,3,NO,1353,1/22/02,0,1,0,0,0,NO,0,14,591900,20020122,50,60,BY TEST,,DAMAGE BY OUTSIDE FORCES,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,MAIN,,BODY OF PIPE,,POLYETHYLENE PLASTIC,,2,0.216,PE-24,DRISCOPIPE 6500,1997,1997,UNDER GROUND OR UNDER WATER,,JOAQUIN J. AFFONSO,5177881835,NO DATA,NO DATA,,NO DATA,,NO DATA,Null,0,OUTSIDE/THIRD PARTY,,YES,1/14/02,YES,0,,YES,NO DATA,,"A CONSTRUCTION COMPANY DAMAGED A 2"" PLASTIC PIPELINE WHILE INSTALLING COMMUNICATIONS CABLE UTILIZING DIRECTIONAL BORING PROCEDURES. THE DAMAGE RESULTED IN A SUBSURFACE LEAK WITH GAS FILTERING THROUGH THE GROUND AROUND THE DAMAGED AREA. A DISTRIBUTION CREW WAS IN THE PROCESS OF INSTALLING A BYPASS AROUND THE DAMAGED AREA WHEN THE GAS IGNITED RESULTING IN AN INJURY TO A GAS LINES WORKER."
6/30/22,YES,NO,20020040,3/8/02,12876,QUESTAR GAS COMPANY,900 EAST 100 NORTH,PAYSON,UTAH,UT, 8 4651,3,NO,1629,2/9/02,0,0,550000,357377.9586,794082.8402,NO,5,16,593578,20020209,45,60,BY TEST,100,DAMAGE BY OUTSIDE FORCES,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,METER SET ASSEMBLY,,REGULATOR/METER,,STEEL,,,,,,0,1960,ABOVE GROUND,,JEFFREY D. HANSEN,8013243645,NO DATA,NO DATA,,NO DATA,,NO DATA,Null,0,OUTSIDE/THIRD PARTY,,Null,,Null,0,,Null,NO DATA,,"A CAR WAS PARKED ACROSS THE STREET AND LEFT UNATTENDED (WHILE RUNNING) WHEN IT ROLLED OUT OF THE PARKING LOT, WENT ACROSS THE STREET, OVER THE CURB AND STRUCK THE NATURAL GAS METER (THE GAS METER LOCATED APPROXIMATELY 20 FEET OFF THE CURB). THE IMPACT OF THE CAR BROKE THE PIPING (3/4"" X 5"" NIPPLE) RIGHT ABOVE THE SERVICE VALVE. THE ESCAPING NATURAL GAS WAS IGNITED AND CAUGHT THE BUILDING ON FIRE. THE BUILDING DESTROYED IN THE FIRE."
6/30/22,NO,NO,20020041,3/7/02,31348,TXU GAS DISTRIBUTION,3213 SANDERS,GARLAND ,DALLAS,TX,75042-    ,3,NO,500,1/25/02,0,0,75000,48733.35799,108284.0237,NO,11,30,592160,20020125,23,55,BY CFR 192.619(A)(3),,DAMAGE BY OUTSIDE FORCES,NATURAL FORCE DAMAGE,EARTH MOVEMENT,SERVICE LINE,,BODY OF PIPE,,STEEL,,1.25,,,,0,1959,UNDER GROUND OR UNDER WATER,,ELLEN WEAVER,2145334602,NO DATA,NO DATA,,NO DATA,,NO DATA,Null,0,EARTH MOVEMENT: OTHER,0,Null,,Null,0,,Null,NO DATA,,A LEAK OCCURRED BELOW GROUND NEAR THE INLET RISER SERVING 3209 SANDERS. GAS MIGRATED UNDER THE SLAB AT 3213 SANDERS AND WAS IGNITED BY AN UNDETERMINED SOURCE.
6/30/22,YES,YES,20020043,3/13/02,603,"RELIANT ENERGY ARKLA, DIV OF RELIANT ENERGY RESOUR",800 SPRING STREET,HOT SPRINGS ,GARLAND ,AR,71901-    ,3,NO,2337,2/19/02,0,1,0,0,0,NO,2,0,594472,20020220,22,60,BY TEST,90,DAMAGE BY OUTSIDE FORCES,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,OTHER,REG STA,BODY OF PIPE,,STEEL,,4,0.188,,,1963,1963,ABOVE GROUND,,SCOTT DOYLE,5013774554,NO DATA,NO DATA,,NO DATA,,NO DATA,Null,0,OUTSIDE/THIRD PARTY,,NO,,NO,0,,YES,NO DATA,,A REGULATOR STATION SERVING APPROXIMATELY 120 CUSTOMERS WAS RUN OVER BY AN ALLEGED DRUNK DRIVER. THE DRIVER WAS TAKEN TO THE HOSPITAL AND TREATED FOR INJURIES ASSOCIATED WITH THE VEHICLE ACCIDENT.
6/30/22,YES,NO,20020044,3/14/02,18308,SIERRA PACIFIC POWER CO,1170 GENTRY WAY SPACE #'S 17 AND 19,RENO,WASHOE,NV, 8 9502,3,NO,1447,2/7/02,0,0,84000,54581.36095,121278.1065,NO,1,10,593379,20020207,37,40,BY TEST,50,OTHER,ALL OTHER CAUSES,MISCELLANEOUS,OTHER,METER SET ASSEMBLY & SERVICE LINE,OTHER,REGULATOR AND METER,STEEL,,0.75,0.113,API 5L  A25,,1965,1966,ABOVE GROUND,,TOM CLIFTON,7758343265,NO DATA,NO DATA,,NO DATA,,NO DATA,Null,0,NO DATA,,Null,,Null,0,,Null,NO DATA,,MOBILE HOME FIRE CAUSED SUBSEQUENT DAMAGE TO TWO METER MANIFOLD AND REGULATOR. DAMAGE TO METERS AND REGULATOR RESULTED IN A RELEASE OF GAS WHICH IGNITED CAUSING FURTHER DAMAGE TO METERS AND REGULATOR.
6/30/22,NO,NO,20020045,3/15/02,13730,NORTHERN INDIANA PUBLIC SERVICE CO,8933 GARDT STREET,FORT WAYNE,ALLEN,IN,46818-    ,3,NO,1208,2/5/02,0,0,75000,48733.35799,108284.0237,NO,0,30,593125,20020205,40,60,BY TEST,90,DAMAGE BY OUTSIDE FORCES,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,SERVICE LINE,,BODY OF PIPE,,POLYETHYLENE PLASTIC,,0.625,0.09,ASTM D2513,UPONOR,1982,1982,UNDER GROUND OR UNDER WATER,,DON J. TOKOLY,2196474770,NO DATA,NO DATA,,NO DATA,,NO DATA,Null,0,OUTSIDE/THIRD PARTY,,YES,,YES,0,,YES,NO DATA,,THIRD PARTY CONTRACTOR EXCAVATING ALONG OUTSIDE PERIMETER OF HOUSE STRUCK PLASTIC GAS SERVICE LINE CAUSING IT TO LEAK. GAS IGNITED AND BURNED PORTION OF THE STRUCTURE. NO INJURIES RESULTED. LOCATES WERE NOT REQUESTED PRIOR TO INCIDENT.
6/30/22,YES,YES,20020047,3/18/02,2604,COLUMBIA GAS OF VIRGINIA INC,3017 WARBORO ROAD,MIDLOTHIAN,CHESTERFIELD,VA, 2 3112,3,NO,1549,2/19/02,0,1,120000,77973.37278,173254.4379,NO,1,22,594446,20020219,54,60,BY TEST,90,OTHER,ALL OTHER CAUSES,MISCELLANEOUS,OTHER,HIGH VOLUME TAPPING TEE,FITTING,,POLYETHYLENE PLASTIC,,2,,ASTM D3261,CENTRAL PLASTICS,2001,2002,OTHER,EXCAVATED MAIN,NORMAN G DUREN,8043235312,NO DATA,NO DATA,,NO DATA,,NO DATA,Null,0,NO DATA,,Null,,Null,0,,Null,NO DATA,,"AN UNINTENTIONAL RELEASE OF NATURAL GAS AND SUBSEQUENT IGNITION CONSUMED A PLASTIC PIPELINE FACILITY AND APPURTENANCES PRESENT DURING TIE-IN AND BYPASS OPERATIONS ASSOCIATED TO THE RELOCATION OF AN EXISTING 6"" PLASTIC MAIN.  THE RELEASE OF GAS OCCURRED AFTER THE NEW PLASTIC MAIN HAD BEEN TIED IN TO THE EXISTING MAIN AND ONE OF TWO - 2"" PLASTIC BYPASSES REMAINED TO BE ABANDONED.  EACH PLASTIC BYPASS UTILIZED TWO - 2"" HIGH VOLUME TAPPING TEES AND A SHORT SECTION OF 2""  PLASTIC PIPE BETWEEN EACH TEE.  ALTHOUGH THE CAUSE OF THE RELEASE OF GAS IS NOT KNOWN FOR CERTAIN, THE RELEASE OF GAS MAY HAVE OCCURRED DUE TO THE ABSENCE OF, OR DAMAGE TO A NEOPRENE O-RING BETWEEN THE TAPPING WRENCH AND THE HIGH VOLUME TAPPING TEE, WHICH PERMITTED GAS TO ESCAPE.  DURING NORMAL TAPPING OPERATIONS, GAS IS CONTAINED WITHIN THE HIGH VOLUME TAPPING TEE AND TAPPING TEE WRENCH CONFIGURATION.  THE SOURCE OF IGNITION IS BELIEVED TO HAVE BEEN STATIC ELECTRICITY GENERATED AS A RESULT OF SEATING THE TAPPING TEE CUTTER IN PREPARATION FOR ABANDONMENT OF THE SECOND 2"" BYPASS."
6/30/22,NO,NO,20020048,3/20/02,4483,ENSTAR NATURAL GAS CO,271 E PARK AVE,WASILLA,,AK,99654-    ,2,NO,207,3/8/02,0,0,50000,32488.90533,72189.34911,NO,2,3,596003,20020308,55,60,BY TEST,100,DAMAGE BY OUTSIDE FORCES,OTHER OUTSIDE FORCE DAMAGE,UNSPECIFIED OUTSIDE FORCE DAMAGE,SERVICE LINE,,DRIP/RISER,,POLYETHYLENE PLASTIC,,0.625,0.09,DRISCOPIPE,M 8000 HDPE,1984,1984,ABOVE GROUND,,DAVID W BREDIN,9072643745,NO DATA,NO DATA,,NO DATA,,NO DATA,Null,0,LIGHTNING OR FIRE,,Null,,Null,0,,Null,NO DATA,,"ON FRIDAY MORNING, MARCH 8, 2002, AT APPROXIMATELY 2:07 AM ADT, ENSTAR NATURAL GAS COMPANY WAS NOTIFIEDBY THE WASILLA FIRE DEPARTMENT OF A FIRE AT 271 E PARK AVE, WASILLA, AK.  AN ENSTAR SERVICEMAN WAS DISPATCHED TO THE SCENE.  UPON ARRIVAL THE SERVICEMAN FOUND A SMALL COMMERICAL STRUCTURE ON FIRE.  HEAT FROM THE FIRE MELTED THE POLYETHYLENE SERVICE LINE RISER.  CAUSING A RELEASE OF NATURAL GAS.  THE SERVICE LINE WAS DUG UP, PINCHED OFF AT 4:10 AM ADT.  THE ORIGIN OF FIRE HAS NOT BEEN DETERMINED.  NATURAL GAS FROM ENSTARS FACILITIES DID NOT CAUSE OR CONTRIBUTE TO THE FIRE."
6/30/22,YES,NO,20020049,3/22/02,18484,SOUTHERN CALIFORNIA GAS CO,1317 PALISADES BEACH RD,SANTA MONICA,LOS ANGELES,CA,,3,NO,1013,3/1/02,0,0,1000000,649778.1065,1443786.982,NO,1,25,595360,20020301,43,60,BY TEST,100,DAMAGE BY OUTSIDE FORCES,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,SERVICE LINE,,BODY OF PIPE,,STEEL,,1.25,, , ,0,1963,UNDER PAVEMENT,,W J KOSKIE,2132443283,NO DATA,NO DATA,,NO DATA,,NO DATA,Null,0,OUTSIDE/THIRD PARTY,,YES,12/4/01,YES,3,PAINT,YES,NO DATA,,"CONTRACTOR STRUCK STEEL SERVICE WHILE CUTTING CONCRETE, WHICH IGNITED, DAMAGING BUILDING AND CONTENTS."
6/30/22,YES,NO,20020050,3/28/02,20010,U G I CORP,2802 NORTHAMPTON ST,PALMER,NORTHAMPTON,PA, 1 8045,3,NO,28,1/11/02,0,0,150000,97466.71598,216568.0473,NO,1,34,590816,20020111,58,60,BY CFR 192.619(A)(3),,DAMAGE BY OUTSIDE FORCES,NATURAL FORCE DAMAGE,EARTH MOVEMENT,MAIN,,BODY OF PIPE,,STEEL,,4,0.28,UNKNOWN,UNKNOWN,0,1931,UNDER PAVEMENT,,DAVID R HANNUM,6107963507,NO DATA,NO DATA,,NO DATA,,NO DATA,Null,0,EARTH MOVEMENT: OTHER,,Null,,Null,0,,Null,NO DATA,,"NATURAL GAS LEAKING FROM A CRACKED FOUR-INCH (4"") BARE STEEL MAIN APPARENTLY FOLLOWED THE SANITARY SEWER TRENCH AND MIGRATED INTO HOUSE 2802 NORTHAMPTON STREET.  PALMER TOWNSHIP.  UNKNOWN IGNITION SOURCE CAUSED AND EXPLOSION.  THE CAUSE OF THE CRACK REMAINS UNDER INVESTIGATION."
6/30/22,YES,NO,20020051,3/28/02,15462,PECO ENERGY CO,"28-30, 34 WEST STATE STREET",DOYLESTOWN,BUCKS,PA, 1 8907,3,NO,300,3/3/02,0,0,150000,97466.71598,216568.0473,NO,1,0,595485,20020303,0.2,66.7,BY TEST,100,DAMAGE BY OUTSIDE FORCES,OTHER OUTSIDE FORCE DAMAGE,UNSPECIFIED OUTSIDE FORCE DAMAGE,SERVICE LINE,,BODY OF PIPE,,POLYETHYLENE PLASTIC,,1.25,0.166,ASTM D2513,PLEXCO,0,1998,UNDER PAVEMENT,,T MARK ANDRAKA,6109411641,NO DATA,NO DATA,,NO DATA,,NO DATA,Null,0,LIGHTNING OR FIRE,,Null,,Null,0,,Null,NO DATA,,
6/30/22,YES,NO,20020052,3/28/02,15462,PECO ENERGY CO,831 CHAPEL RD,ROYERSFORD,MONTGOMERY,PA, 1 9468,2,NO,1343,3/9/02,0,0,200000,129955.6213,288757.3964,NO,1,20,596213,20020311,15,66.7,BY TEST,100,DAMAGE BY OUTSIDE FORCES,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,SERVICE LINE,,BODY OF PIPE,,POLYETHYLENE PLASTIC,,0.5,0.9,ASTM D2513,PLEXCO,0,1981,UNDER GROUND OR UNDER WATER,,T MARK ANDRAKA,6109411641,NO DATA,NO DATA,,NO DATA,,NO DATA,Null,0,OUTSIDE/THIRD PARTY,,NO,,NO,0,,NO,NO DATA,,
6/30/22,YES,NO,20020053,4/1/02,31348,TXU GAS DISTRIBUTION,400 VILLAGE COMMONS,GEORGETOWN ,WILLIAMSON,TX, 7 8628,3,NO,1656,2/20/02,0,0,250000,162444.5266,360946.7456,NO,2,15,,20020220,18,60,BY TEST,90,DAMAGE BY OUTSIDE FORCES,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,MAIN,,BODY OF PIPE,,POLYETHYLENE PLASTIC,,2,,,,0,0,UNDER GROUND OR UNDER WATER,,ELLEN WEAVER,2145334602,NO DATA,NO DATA,,NO DATA,,NO DATA,Null,0,OUTSIDE/THIRD PARTY,,NO,,NO,0,,YES,NO DATA,,A NON-ONCOR EXCAVATOR DAMAGED A GAS MAIN. THE ESCAPING GAS IGNITED AND THE BULLDOZER BURNED.
6/30/22,YES,NO,20020054,4/9/02,15329,PEOPLES GAS LIGHT & COKE CO,107TH STREET &TROY ST.,CHICAGO,COOK,IL,,3,YES,1335,2/26/02,0,0,200000,129955.6213,288757.3964,NO,2,50,,20020226,20,24.9,BY CFR 192.619(A)(3),,DAMAGE BY OUTSIDE FORCES,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,MAIN,,BODY OF PIPE,,CAST IRON,,6,,,,0,1940,UNDER GROUND OR UNDER WATER,,THOMAS C. ZIEGENFUSS,3122404682,NO DATA,NO DATA,,NO DATA,,NO DATA,Null,0,OUTSIDE/THIRD PARTY,,YES,2/20/02,YES,3,2/20/02,YES,NO DATA,,"ON FEBRUARY 26, 2002, EMPLOYEES OF THE CITY OF CHICAGOS SEWER DEPARTMENT WERE PERFORMING WORK IN THE PARKWAY IN FRONT OF 3140 W. 107TH STREET. IN THE COURSE OF THEIR WORK, THE SEWER DEPARTMENT CREW DUG AN EXCAVATION IN THE PARKWAY AND EXPOSED A 6-INCH CAST IRON MEDIUM PRESSURE NATURAL GAS MAIN AND A 20-INCH CAST IRON MEDIUM PRESSURE NATURAL GAS MAIN, BOTH OWNED BY PEOPLES GAS. SOMEHOW DURING THEIR WORK, THE SEWER DEPARTMENT EMPLOYEES SEVERED THE 6-INCH MAIN, THEREBY CAUSING A GAS LEAK. THE ESCAPING GAS WAS IGNITED. WE BELIEVE THAT THE SOURCE OF IGNITION WAS A PROPANE HEATER BEING USED BY THE SEWER DEPARTMENT CREW NEAR THE EDGE OF EXCAVATION. THE FIRE DAMAGED TWO HOMES, ONE BACKHOE AND TWO TREES. IT WAS REPORTED THAT TWO SEWER DEPARTMENT EMPLOYEES SUSTAINED MINOR BURNS.PEOPLES GAS SHUT DOWN BOTH THE 6-INCH AND THE 20-INCH MAINS TO ELIMINATE THE SOURCE OF GAS AND TO PROTECT PUBLIC SAFETY. APPROXIMATELY 4,500 CUSTOMERS LOST GAS SERVICE WHEN PEOPLES GAS SHUT DOWN THE TWO MAINS."
